,0
2692,600121.SH financial_ratio
2693,600122.SH financial_ratio
2694,600123.SH financial_ratio
2695,600125.SH financial_ratio
2696,600126.SH financial_ratio
2697,600127.SH financial_ratio
2698,600128.SH financial_ratio
2699,600129.SH financial_ratio
2700,600130.SH financial_ratio
2701,600131.SH financial_ratio
2702,600132.SH financial_ratio
2703,600133.SH financial_ratio
2704,600135.SH financial_ratio
2705,600136.SH financial_ratio
2706,600137.SH financial_ratio
2707,600138.SH financial_ratio
2708,600139.SH financial_ratio
2709,600141.SH financial_ratio
2710,600143.SH financial_ratio
2711,600145.SH financial_ratio
2712,600146.SH financial_ratio
2713,600148.SH financial_ratio
2714,600149.SH financial_ratio
2715,600150.SH financial_ratio
2716,600151.SH financial_ratio
2717,600152.SH financial_ratio
2718,600153.SH financial_ratio
2719,600155.SH financial_ratio
2720,600156.SH financial_ratio
2721,600157.SH financial_ratio
2722,600158.SH financial_ratio
2723,600159.SH financial_ratio
2724,600160.SH financial_ratio
2725,600161.SH financial_ratio
2726,600162.SH financial_ratio
2727,600163.SH financial_ratio
2728,600165.SH financial_ratio
2729,600166.SH financial_ratio
2730,600167.SH financial_ratio
2731,600168.SH financial_ratio
2732,600169.SH financial_ratio
2733,600170.SH financial_ratio
2734,600171.SH financial_ratio
2735,600172.SH financial_ratio
2736,600173.SH financial_ratio
2737,600176.SH financial_ratio
2738,600177.SH financial_ratio
2739,600178.SH financial_ratio
2740,600179.SH financial_ratio
2741,600180.SH financial_ratio
2742,600182.SH financial_ratio
2743,600183.SH financial_ratio
2744,600184.SH financial_ratio
2745,600185.SH financial_ratio
2746,600186.SH financial_ratio
2747,600187.SH financial_ratio
2748,600188.SH financial_ratio
2749,600189.SH financial_ratio
2750,600190.SH financial_ratio
2751,600191.SH financial_ratio
2752,600192.SH financial_ratio
2753,600193.SH financial_ratio
2754,600195.SH financial_ratio
2755,600196.SH financial_ratio
2756,600197.SH financial_ratio
2757,600198.SH financial_ratio
2758,600199.SH financial_ratio
2759,600200.SH financial_ratio
2760,600201.SH financial_ratio
2761,600202.SH financial_ratio
2762,600203.SH financial_ratio
2763,600206.SH financial_ratio
2764,600207.SH financial_ratio
2765,600208.SH financial_ratio
2766,600209.SH financial_ratio
2767,600210.SH financial_ratio
2768,600211.SH financial_ratio
2769,600212.SH financial_ratio
2770,600213.SH financial_ratio
2771,600215.SH financial_ratio
2772,600216.SH financial_ratio
2773,600217.SH financial_ratio
2774,600218.SH financial_ratio
2775,600219.SH financial_ratio
2776,600220.SH financial_ratio
2777,600221.SH financial_ratio
2778,600222.SH financial_ratio
2779,600223.SH financial_ratio
2780,600225.SH financial_ratio
2781,600226.SH financial_ratio
2782,600227.SH financial_ratio
2783,600228.SH financial_ratio
2784,600229.SH financial_ratio
2785,600230.SH financial_ratio
2786,600231.SH financial_ratio
2787,600232.SH financial_ratio
2788,600233.SH financial_ratio
2789,600234.SH financial_ratio
2790,600235.SH financial_ratio
2791,600236.SH financial_ratio
2792,600237.SH financial_ratio
2793,600238.SH financial_ratio
2794,600239.SH financial_ratio
2795,600241.SH financial_ratio
2796,600242.SH financial_ratio
2797,600243.SH financial_ratio
2798,600246.SH financial_ratio
2799,600248.SH financial_ratio
2800,600249.SH financial_ratio
2801,600250.SH financial_ratio
2802,600251.SH financial_ratio
2803,600252.SH financial_ratio
2804,600255.SH financial_ratio
2805,600256.SH financial_ratio
2806,600257.SH financial_ratio
2807,600258.SH financial_ratio
2808,600259.SH financial_ratio
2809,600260.SH financial_ratio
2810,600261.SH financial_ratio
2811,600262.SH financial_ratio
2812,600265.SH financial_ratio
2813,600266.SH financial_ratio
2814,600267.SH financial_ratio
2815,600268.SH financial_ratio
2816,600269.SH financial_ratio
2817,600271.SH financial_ratio
2818,600272.SH financial_ratio
2819,600273.SH financial_ratio
2820,600275.SH financial_ratio
2821,600276.SH financial_ratio
2822,600277.SH financial_ratio
2823,600278.SH financial_ratio
2824,600279.SH financial_ratio
2825,600280.SH financial_ratio
2826,600281.SH financial_ratio
2827,600282.SH financial_ratio
2828,600283.SH financial_ratio
2829,600284.SH financial_ratio
2830,600285.SH financial_ratio
2831,600287.SH financial_ratio
2832,600288.SH financial_ratio
2833,600289.SH financial_ratio
2834,600290.SH financial_ratio
2835,600291.SH financial_ratio
2836,600292.SH financial_ratio
2837,600293.SH financial_ratio
2838,600295.SH financial_ratio
2839,600297.SH financial_ratio
2840,600298.SH financial_ratio
2841,600299.SH financial_ratio
2842,600300.SH financial_ratio
2843,600301.SH financial_ratio
2844,600302.SH financial_ratio
2845,600303.SH financial_ratio
2846,600305.SH financial_ratio
2847,600306.SH financial_ratio
2848,600307.SH financial_ratio
2849,600308.SH financial_ratio
2850,600309.SH financial_ratio
2851,600310.SH financial_ratio
2852,600311.SH financial_ratio
2853,600312.SH financial_ratio
2854,600313.SH financial_ratio
2855,600315.SH financial_ratio
2856,600316.SH financial_ratio
2857,600318.SH financial_ratio
2858,600319.SH financial_ratio
2859,600320.SH financial_ratio
2860,600321.SH financial_ratio
2861,600322.SH financial_ratio
2862,600323.SH financial_ratio
2863,600325.SH financial_ratio
2864,600326.SH financial_ratio
2865,600327.SH financial_ratio
2866,600328.SH financial_ratio
2867,600329.SH financial_ratio
2868,600330.SH financial_ratio
2869,600331.SH financial_ratio
2870,600332.SH financial_ratio
2871,600333.SH financial_ratio
2872,600335.SH financial_ratio
2873,600336.SH financial_ratio
2874,600337.SH financial_ratio
2875,600338.SH financial_ratio
2876,600339.SH financial_ratio
2877,600340.SH financial_ratio
2878,600343.SH financial_ratio
2879,600345.SH financial_ratio
2880,600346.SH financial_ratio
2881,600348.SH financial_ratio
2882,600350.SH financial_ratio
2883,600351.SH financial_ratio
2884,600352.SH financial_ratio
2885,600353.SH financial_ratio
2886,600354.SH financial_ratio
2887,600355.SH financial_ratio
2888,600356.SH financial_ratio
2889,600358.SH financial_ratio
2890,600359.SH financial_ratio
2891,600360.SH financial_ratio
2892,600361.SH financial_ratio
2893,600362.SH financial_ratio
2894,600363.SH financial_ratio
2895,600365.SH financial_ratio
2896,600366.SH financial_ratio
2897,600367.SH financial_ratio
2898,600368.SH financial_ratio
2899,600369.SH financial_ratio
2900,600370.SH financial_ratio
2901,600371.SH financial_ratio
2902,600372.SH financial_ratio
2903,600373.SH financial_ratio
2904,600375.SH financial_ratio
2905,600376.SH financial_ratio
2906,600377.SH financial_ratio
2907,600378.SH financial_ratio
2908,600379.SH financial_ratio
2909,600380.SH financial_ratio
2910,600381.SH financial_ratio
2911,600382.SH financial_ratio
2912,600383.SH financial_ratio
2913,600385.SH financial_ratio
2914,600386.SH financial_ratio
2915,600387.SH financial_ratio
2916,600388.SH financial_ratio
2917,600389.SH financial_ratio
2918,600390.SH financial_ratio
2919,600391.SH financial_ratio
2920,600392.SH financial_ratio
2921,600393.SH financial_ratio
2922,600395.SH financial_ratio
2923,600396.SH financial_ratio
2924,600397.SH financial_ratio
2925,600398.SH financial_ratio
2926,600399.SH financial_ratio
2927,600400.SH financial_ratio
2928,600403.SH financial_ratio
2929,600405.SH financial_ratio
2930,600406.SH financial_ratio
2931,600408.SH financial_ratio
2932,600409.SH financial_ratio
2933,600410.SH financial_ratio
2934,600415.SH financial_ratio
2935,600416.SH financial_ratio
2936,600418.SH financial_ratio
2937,600419.SH financial_ratio
2938,600420.SH financial_ratio
2939,600421.SH financial_ratio
2940,600422.SH financial_ratio
2941,600423.SH financial_ratio
2942,600425.SH financial_ratio
2943,600426.SH financial_ratio
2944,600428.SH financial_ratio
2945,600429.SH financial_ratio
2946,600433.SH financial_ratio
2947,600435.SH financial_ratio
2948,600436.SH financial_ratio
2949,600438.SH financial_ratio
2950,600439.SH financial_ratio
2951,600444.SH financial_ratio
2952,600446.SH financial_ratio
2953,600448.SH financial_ratio
2954,600449.SH financial_ratio
2955,600452.SH financial_ratio
2956,600455.SH financial_ratio
2957,600456.SH financial_ratio
2958,600458.SH financial_ratio
2959,600459.SH financial_ratio
2960,600460.SH financial_ratio
2961,600461.SH financial_ratio
2962,600462.SH financial_ratio
2963,600463.SH financial_ratio
2964,600466.SH financial_ratio
2965,600467.SH financial_ratio
2966,600468.SH financial_ratio
2967,600469.SH financial_ratio
2968,600470.SH financial_ratio
2969,600475.SH financial_ratio
2970,600476.SH financial_ratio
2971,600477.SH financial_ratio
2972,600478.SH financial_ratio
2973,600479.SH financial_ratio
2974,600480.SH financial_ratio
2975,600481.SH financial_ratio
2976,600482.SH financial_ratio
2977,600483.SH financial_ratio
2978,600486.SH financial_ratio
2979,600487.SH financial_ratio
2980,600488.SH financial_ratio
2981,600489.SH financial_ratio
2982,600490.SH financial_ratio
2983,600491.SH financial_ratio
2984,600493.SH financial_ratio
2985,600495.SH financial_ratio
2986,600496.SH financial_ratio
2987,600497.SH financial_ratio
2988,600498.SH financial_ratio
2989,600499.SH financial_ratio
2990,600500.SH financial_ratio
2991,600501.SH financial_ratio
2992,600502.SH financial_ratio
2993,600503.SH financial_ratio
2994,600505.SH financial_ratio
2995,600506.SH financial_ratio
2996,600507.SH financial_ratio
2997,600508.SH financial_ratio
2998,600509.SH financial_ratio
2999,600510.SH financial_ratio
3000,600511.SH financial_ratio
3001,600512.SH financial_ratio
3002,600513.SH financial_ratio
3003,600515.SH financial_ratio
3004,600516.SH financial_ratio
3005,600517.SH financial_ratio
3006,600518.SH financial_ratio
3007,600519.SH financial_ratio
3008,600520.SH financial_ratio
3009,600521.SH financial_ratio
3010,600522.SH financial_ratio
3011,600523.SH financial_ratio
3012,600525.SH financial_ratio
3013,600526.SH financial_ratio
3014,600527.SH financial_ratio
3015,600528.SH financial_ratio
3016,600529.SH financial_ratio
3017,600530.SH financial_ratio
3018,600531.SH financial_ratio
3019,600532.SH financial_ratio
3020,600533.SH financial_ratio
3021,600535.SH financial_ratio
3022,600536.SH financial_ratio
3023,600537.SH financial_ratio
3024,600538.SH financial_ratio
3025,600539.SH financial_ratio
3026,600540.SH financial_ratio
3027,600543.SH financial_ratio
3028,600545.SH financial_ratio
3029,600546.SH financial_ratio
3030,600547.SH financial_ratio
3031,600548.SH financial_ratio
3032,600549.SH financial_ratio
3033,600550.SH financial_ratio
3034,600551.SH financial_ratio
3035,600552.SH financial_ratio
3036,600555.SH financial_ratio
3037,600556.SH financial_ratio
3038,600557.SH financial_ratio
3039,600558.SH financial_ratio
3040,600559.SH financial_ratio
3041,600560.SH financial_ratio
3042,600561.SH financial_ratio
3043,600562.SH financial_ratio
3044,600563.SH financial_ratio
3045,600565.SH financial_ratio
3046,600566.SH financial_ratio
3047,600567.SH financial_ratio
3048,600568.SH financial_ratio
3049,600569.SH financial_ratio
3050,600570.SH financial_ratio
3051,600571.SH financial_ratio
3052,600572.SH financial_ratio
3053,600573.SH financial_ratio
3054,600575.SH financial_ratio
3055,600576.SH financial_ratio
3056,600577.SH financial_ratio
3057,600578.SH financial_ratio
3058,600579.SH financial_ratio
3059,600580.SH financial_ratio
3060,600581.SH financial_ratio
3061,600582.SH financial_ratio
3062,600583.SH financial_ratio
3063,600584.SH financial_ratio
3064,600585.SH financial_ratio
3065,600586.SH financial_ratio
3066,600587.SH financial_ratio
3067,600588.SH financial_ratio
3068,600589.SH financial_ratio
3069,600590.SH financial_ratio
3070,600592.SH financial_ratio
3071,600593.SH financial_ratio
3072,600594.SH financial_ratio
3073,600595.SH financial_ratio
3074,600596.SH financial_ratio
3075,600597.SH financial_ratio
3076,600598.SH financial_ratio
3077,600599.SH financial_ratio
3078,600600.SH financial_ratio
3079,600601.SH financial_ratio
3080,600602.SH financial_ratio
3081,600603.SH financial_ratio
3082,600604.SH financial_ratio
3083,600605.SH financial_ratio
3084,600606.SH financial_ratio
3085,600608.SH financial_ratio
3086,600609.SH financial_ratio
3087,600610.SH financial_ratio
3088,600611.SH financial_ratio
3089,600612.SH financial_ratio
3090,600613.SH financial_ratio
3091,600615.SH financial_ratio
3092,600616.SH financial_ratio
3093,600617.SH financial_ratio
3094,600618.SH financial_ratio
3095,600619.SH financial_ratio
3096,600620.SH financial_ratio
3097,600621.SH financial_ratio
3098,600622.SH financial_ratio
3099,600623.SH financial_ratio
3100,600624.SH financial_ratio
3101,600626.SH financial_ratio
3102,600628.SH financial_ratio
3103,600629.SH financial_ratio
3104,600630.SH financial_ratio
3105,600633.SH financial_ratio
3106,600635.SH financial_ratio
3107,600636.SH financial_ratio
3108,600637.SH financial_ratio
3109,600638.SH financial_ratio
3110,600639.SH financial_ratio
3111,600640.SH financial_ratio
3112,600641.SH financial_ratio
3113,600642.SH financial_ratio
3114,600643.SH financial_ratio
3115,600644.SH financial_ratio
3116,600645.SH financial_ratio
3117,600647.SH financial_ratio
3118,600648.SH financial_ratio
3119,600649.SH financial_ratio
3120,600650.SH financial_ratio
3121,600651.SH financial_ratio
3122,600652.SH financial_ratio
3123,600653.SH financial_ratio
3124,600654.SH financial_ratio
3125,600655.SH financial_ratio
3126,600657.SH financial_ratio
3127,600658.SH financial_ratio
3128,600660.SH financial_ratio
3129,600661.SH financial_ratio
3130,600662.SH financial_ratio
3131,600663.SH financial_ratio
3132,600664.SH financial_ratio
3133,600665.SH financial_ratio
3134,600666.SH financial_ratio
3135,600667.SH financial_ratio
3136,600668.SH financial_ratio
3137,600671.SH financial_ratio
3138,600673.SH financial_ratio
3139,600674.SH financial_ratio
3140,600675.SH financial_ratio
3141,600676.SH financial_ratio
3142,600678.SH financial_ratio
3143,600679.SH financial_ratio
3144,600681.SH financial_ratio
3145,600682.SH financial_ratio
3146,600683.SH financial_ratio
3147,600684.SH financial_ratio
3148,600685.SH financial_ratio
3149,600686.SH financial_ratio
3150,600688.SH financial_ratio
3151,600689.SH financial_ratio
3152,600690.SH financial_ratio
3153,600691.SH financial_ratio
3154,600692.SH financial_ratio
3155,600693.SH financial_ratio
3156,600694.SH financial_ratio
3157,600695.SH financial_ratio
3158,600696.SH financial_ratio
3159,600697.SH financial_ratio
3160,600698.SH financial_ratio
3161,600699.SH financial_ratio
3162,600702.SH financial_ratio
3163,600703.SH financial_ratio
3164,600704.SH financial_ratio
3165,600705.SH financial_ratio
3166,600706.SH financial_ratio
3167,600707.SH financial_ratio
3168,600708.SH financial_ratio
3169,600710.SH financial_ratio
3170,600711.SH financial_ratio
3171,600712.SH financial_ratio
3172,600713.SH financial_ratio
3173,600714.SH financial_ratio
3174,600715.SH financial_ratio
3175,600716.SH financial_ratio
3176,600717.SH financial_ratio
3177,600718.SH financial_ratio
3178,600719.SH financial_ratio
3179,600720.SH financial_ratio
3180,600721.SH financial_ratio
3181,600722.SH financial_ratio
3182,600724.SH financial_ratio
3183,600725.SH financial_ratio
3184,600726.SH financial_ratio
3185,600727.SH financial_ratio
3186,600728.SH financial_ratio
3187,600729.SH financial_ratio
3188,600730.SH financial_ratio
3189,600731.SH financial_ratio
3190,600732.SH financial_ratio
3191,600733.SH financial_ratio
3192,600734.SH financial_ratio
3193,600735.SH financial_ratio
3194,600736.SH financial_ratio
3195,600737.SH financial_ratio
3196,600738.SH financial_ratio
3197,600739.SH financial_ratio
3198,600740.SH financial_ratio
3199,600741.SH financial_ratio
3200,600742.SH financial_ratio
3201,600743.SH financial_ratio
3202,600744.SH financial_ratio
3203,600745.SH financial_ratio
3204,600746.SH financial_ratio
3205,600748.SH financial_ratio
3206,600749.SH financial_ratio
3207,600750.SH financial_ratio
3208,600751.SH financial_ratio
3209,600753.SH financial_ratio
3210,600754.SH financial_ratio
3211,600755.SH financial_ratio
3212,600756.SH financial_ratio
3213,600757.SH financial_ratio
3214,600758.SH financial_ratio
3215,600759.SH financial_ratio
3216,600760.SH financial_ratio
3217,600761.SH financial_ratio
3218,600763.SH financial_ratio
3219,600764.SH financial_ratio
3220,600765.SH financial_ratio
3221,600766.SH financial_ratio
3222,600767.SH financial_ratio
3223,600768.SH financial_ratio
3224,600769.SH financial_ratio
3225,600770.SH financial_ratio
3226,600771.SH financial_ratio
3227,600773.SH financial_ratio
3228,600774.SH financial_ratio
3229,600775.SH financial_ratio
3230,600776.SH financial_ratio
3231,600777.SH financial_ratio
3232,600778.SH financial_ratio
3233,600779.SH financial_ratio
3234,600780.SH financial_ratio
3235,600781.SH financial_ratio
3236,600782.SH financial_ratio
3237,600783.SH financial_ratio
3238,600784.SH financial_ratio
3239,600785.SH financial_ratio
3240,600787.SH financial_ratio
3241,600789.SH financial_ratio
3242,600790.SH financial_ratio
3243,600791.SH financial_ratio
3244,600792.SH financial_ratio
3245,600793.SH financial_ratio
3246,600794.SH financial_ratio
3247,600795.SH financial_ratio
3248,600796.SH financial_ratio
3249,600797.SH financial_ratio
3250,600798.SH financial_ratio
3251,600800.SH financial_ratio
3252,600801.SH financial_ratio
3253,600802.SH financial_ratio
3254,600803.SH financial_ratio
3255,600804.SH financial_ratio
3256,600805.SH financial_ratio
3257,600807.SH financial_ratio
3258,600808.SH financial_ratio
3259,600809.SH financial_ratio
3260,600810.SH financial_ratio
3261,600811.SH financial_ratio
3262,600812.SH financial_ratio
3263,600814.SH financial_ratio
3264,600815.SH financial_ratio
3265,600816.SH financial_ratio
3266,600817.SH financial_ratio
3267,600818.SH financial_ratio
3268,600819.SH financial_ratio
3269,600820.SH financial_ratio
3270,600821.SH financial_ratio
3271,600822.SH financial_ratio
3272,600823.SH financial_ratio
3273,600824.SH financial_ratio
3274,600825.SH financial_ratio
3275,600826.SH financial_ratio
3276,600827.SH financial_ratio
3277,600828.SH financial_ratio
3278,600829.SH financial_ratio
3279,600830.SH financial_ratio
3280,600831.SH financial_ratio
3281,600833.SH financial_ratio
3282,600834.SH financial_ratio
3283,600835.SH financial_ratio
3284,600836.SH financial_ratio
3285,600837.SH financial_ratio
3286,600838.SH financial_ratio
3287,600839.SH financial_ratio
3288,600841.SH financial_ratio
3289,600843.SH financial_ratio
3290,600844.SH financial_ratio
3291,600845.SH financial_ratio
3292,600846.SH financial_ratio
3293,600847.SH financial_ratio
3294,600848.SH financial_ratio
3295,600850.SH financial_ratio
3296,600851.SH financial_ratio
3297,600853.SH financial_ratio
3298,600854.SH financial_ratio
3299,600855.SH financial_ratio
3300,600856.SH financial_ratio
3301,600857.SH financial_ratio
3302,600858.SH financial_ratio
3303,600859.SH financial_ratio
3304,600860.SH financial_ratio
3305,600861.SH financial_ratio
3306,600862.SH financial_ratio
3307,600863.SH financial_ratio
3308,600864.SH financial_ratio
3309,600865.SH financial_ratio
3310,600866.SH financial_ratio
3311,600867.SH financial_ratio
3312,600868.SH financial_ratio
3313,600869.SH financial_ratio
3314,600870.SH financial_ratio
3315,600871.SH financial_ratio
3316,600872.SH financial_ratio
3317,600873.SH financial_ratio
3318,600874.SH financial_ratio
3319,600875.SH financial_ratio
3320,600876.SH financial_ratio
3321,600877.SH financial_ratio
3322,600879.SH financial_ratio
3323,600880.SH financial_ratio
3324,600881.SH financial_ratio
3325,600882.SH financial_ratio
3326,600883.SH financial_ratio
3327,600884.SH financial_ratio
3328,600885.SH financial_ratio
3329,600886.SH financial_ratio
3330,600887.SH financial_ratio
3331,600888.SH financial_ratio
3332,600889.SH financial_ratio
3333,600890.SH financial_ratio
3334,600892.SH financial_ratio
3335,600893.SH financial_ratio
3336,600894.SH financial_ratio
3337,600895.SH financial_ratio
3338,600896.SH financial_ratio
3339,600897.SH financial_ratio
3340,600898.SH financial_ratio
3341,600900.SH financial_ratio
3342,600901.SH financial_ratio
3343,600903.SH financial_ratio
3344,600905.SH financial_ratio
3345,600906.SH financial_ratio
3346,600908.SH financial_ratio
3347,600909.SH financial_ratio
3348,600916.SH financial_ratio
3349,600917.SH financial_ratio
3350,600918.SH financial_ratio
3351,600919.SH financial_ratio
3352,600926.SH financial_ratio
3353,600927.SH financial_ratio
3354,600928.SH financial_ratio
3355,600929.SH financial_ratio
3356,600933.SH financial_ratio
3357,600935.SH financial_ratio
3358,600936.SH financial_ratio
3359,600939.SH financial_ratio
3360,600941.SH financial_ratio
3361,600955.SH financial_ratio
3362,600956.SH financial_ratio
3363,600958.SH financial_ratio
3364,600959.SH financial_ratio
3365,600960.SH financial_ratio
3366,600961.SH financial_ratio
3367,600962.SH financial_ratio
3368,600963.SH financial_ratio
3369,600965.SH financial_ratio
3370,600966.SH financial_ratio
3371,600967.SH financial_ratio
3372,600968.SH financial_ratio
3373,600969.SH financial_ratio
3374,600970.SH financial_ratio
3375,600971.SH financial_ratio
3376,600973.SH financial_ratio
3377,600975.SH financial_ratio
3378,600976.SH financial_ratio
3379,600977.SH financial_ratio
3380,600979.SH financial_ratio
3381,600980.SH financial_ratio
3382,600981.SH financial_ratio
3383,600982.SH financial_ratio
3384,600983.SH financial_ratio
3385,600984.SH financial_ratio
3386,600985.SH financial_ratio
3387,600986.SH financial_ratio
3388,600987.SH financial_ratio
3389,600988.SH financial_ratio
3390,600989.SH financial_ratio
3391,600990.SH financial_ratio
3392,600992.SH financial_ratio
3393,600993.SH financial_ratio
3394,600995.SH financial_ratio
3395,600996.SH financial_ratio
3396,600997.SH financial_ratio
3397,600998.SH financial_ratio
3398,600999.SH financial_ratio
3399,601000.SH financial_ratio
3400,601001.SH financial_ratio
3401,601002.SH financial_ratio
3402,601003.SH financial_ratio
3403,601005.SH financial_ratio
3404,601006.SH financial_ratio
3405,601007.SH financial_ratio
3406,601008.SH financial_ratio
3407,601009.SH financial_ratio
3408,601010.SH financial_ratio
3409,601011.SH financial_ratio
3410,601012.SH financial_ratio
3411,601015.SH financial_ratio
3412,601016.SH financial_ratio
3413,601018.SH financial_ratio
3414,601019.SH financial_ratio
3415,601020.SH financial_ratio
3416,601021.SH financial_ratio
3417,601028.SH financial_ratio
3418,601038.SH financial_ratio
3419,601058.SH financial_ratio
3420,601066.SH financial_ratio
3421,601068.SH financial_ratio
3422,601069.SH financial_ratio
3423,601077.SH financial_ratio
3424,601086.SH financial_ratio
3425,601088.SH financial_ratio
3426,601098.SH financial_ratio
3427,601099.SH financial_ratio
3428,601100.SH financial_ratio
3429,601101.SH financial_ratio
3430,601106.SH financial_ratio
3431,601107.SH financial_ratio
3432,601108.SH financial_ratio
3433,601111.SH financial_ratio
3434,601113.SH financial_ratio
3435,601116.SH financial_ratio
3436,601117.SH financial_ratio
3437,601118.SH financial_ratio
3438,601126.SH financial_ratio
3439,601127.SH financial_ratio
3440,601128.SH financial_ratio
3441,601137.SH financial_ratio
3442,601138.SH financial_ratio
3443,601139.SH financial_ratio
3444,601155.SH financial_ratio
3445,601156.SH financial_ratio
3446,601158.SH financial_ratio
3447,601162.SH financial_ratio
3448,601163.SH financial_ratio
3449,601166.SH financial_ratio
3450,601168.SH financial_ratio
3451,601169.SH financial_ratio
3452,601177.SH financial_ratio
3453,601179.SH financial_ratio
3454,601186.SH financial_ratio
3455,601187.SH financial_ratio
3456,601188.SH financial_ratio
3457,601198.SH financial_ratio
3458,601199.SH financial_ratio
3459,601200.SH financial_ratio
3460,601208.SH financial_ratio
3461,601211.SH financial_ratio
3462,601212.SH financial_ratio
3463,601216.SH financial_ratio
3464,601218.SH financial_ratio
3465,601222.SH financial_ratio
3466,601225.SH financial_ratio
3467,601226.SH financial_ratio
3468,601228.SH financial_ratio
3469,601229.SH financial_ratio
3470,601231.SH financial_ratio
3471,601233.SH financial_ratio
3472,601236.SH financial_ratio
3473,601238.SH financial_ratio
3474,601258.SH financial_ratio
3475,601279.SH financial_ratio
3476,601288.SH financial_ratio
3477,601298.SH financial_ratio
3478,601311.SH financial_ratio
3479,601318.SH financial_ratio
3480,601319.SH financial_ratio
3481,601326.SH financial_ratio
3482,601328.SH financial_ratio
3483,601330.SH financial_ratio
3484,601333.SH financial_ratio
3485,601336.SH financial_ratio
3486,601339.SH financial_ratio
3487,601360.SH financial_ratio
3488,601366.SH financial_ratio
3489,601368.SH financial_ratio
3490,601369.SH financial_ratio
3491,601375.SH financial_ratio
3492,601377.SH financial_ratio
3493,601388.SH financial_ratio
3494,601390.SH financial_ratio
3495,601398.SH financial_ratio
3496,601399.SH financial_ratio
3497,601456.SH financial_ratio
3498,601500.SH financial_ratio
3499,601512.SH financial_ratio
3500,601515.SH financial_ratio
3501,601518.SH financial_ratio
3502,601519.SH financial_ratio
3503,601528.SH financial_ratio
3504,601555.SH financial_ratio
3505,601566.SH financial_ratio
3506,601567.SH financial_ratio
3507,601568.SH financial_ratio
3508,601577.SH financial_ratio
3509,601579.SH financial_ratio
3510,601588.SH financial_ratio
3511,601595.SH financial_ratio
3512,601598.SH financial_ratio
3513,601599.SH financial_ratio
3514,601600.SH financial_ratio
3515,601601.SH financial_ratio
3516,601606.SH financial_ratio
3517,601607.SH financial_ratio
3518,601608.SH financial_ratio
3519,601609.SH financial_ratio
3520,601611.SH financial_ratio
3521,601615.SH financial_ratio
3522,601616.SH financial_ratio
3523,601618.SH financial_ratio
3524,601619.SH financial_ratio
3525,601628.SH financial_ratio
3526,601633.SH financial_ratio
3527,601636.SH financial_ratio
3528,601658.SH financial_ratio
3529,601665.SH financial_ratio
3530,601666.SH financial_ratio
3531,601668.SH financial_ratio
3532,601669.SH financial_ratio
3533,601677.SH financial_ratio
3534,601678.SH financial_ratio
3535,601686.SH financial_ratio
3536,601688.SH financial_ratio
3537,601689.SH financial_ratio
3538,601696.SH financial_ratio
3539,601698.SH financial_ratio
3540,601699.SH financial_ratio
3541,601700.SH financial_ratio
3542,601702.SH financial_ratio
3543,601717.SH financial_ratio
3544,601718.SH financial_ratio
3545,601727.SH financial_ratio
3546,601728.SH financial_ratio
3547,601766.SH financial_ratio
3548,601777.SH financial_ratio
3549,601778.SH financial_ratio
3550,601788.SH financial_ratio
3551,601789.SH financial_ratio
3552,601798.SH financial_ratio
3553,601799.SH financial_ratio
3554,601800.SH financial_ratio
3555,601801.SH financial_ratio
3556,601808.SH financial_ratio
3557,601811.SH financial_ratio
3558,601816.SH financial_ratio
3559,601818.SH financial_ratio
3560,601825.SH financial_ratio
3561,601827.SH financial_ratio
3562,601828.SH financial_ratio
3563,601838.SH financial_ratio
3564,601857.SH financial_ratio
3565,601858.SH financial_ratio
3566,601860.SH financial_ratio
3567,601865.SH financial_ratio
3568,601866.SH financial_ratio
3569,601868.SH financial_ratio
3570,601869.SH financial_ratio
3571,601872.SH financial_ratio
3572,601877.SH financial_ratio
3573,601878.SH financial_ratio
3574,601880.SH financial_ratio
3575,601881.SH financial_ratio
3576,601882.SH financial_ratio
3577,601886.SH financial_ratio
3578,601888.SH financial_ratio
3579,601890.SH financial_ratio
3580,601898.SH financial_ratio
3581,601899.SH financial_ratio
3582,601900.SH financial_ratio
3583,601901.SH financial_ratio
3584,601908.SH financial_ratio
3585,601916.SH financial_ratio
3586,601918.SH financial_ratio
3587,601919.SH financial_ratio
3588,601921.SH financial_ratio
3589,601928.SH financial_ratio
3590,601929.SH financial_ratio
3591,601933.SH financial_ratio
3592,601939.SH financial_ratio
3593,601949.SH financial_ratio
3594,601952.SH financial_ratio
3595,601956.SH financial_ratio
3596,601958.SH financial_ratio
3597,601963.SH financial_ratio
3598,601965.SH financial_ratio
3599,601966.SH financial_ratio
3600,601968.SH financial_ratio
3601,601969.SH financial_ratio
3602,601975.SH financial_ratio
3603,601985.SH financial_ratio
3604,601988.SH financial_ratio
3605,601989.SH financial_ratio
3606,601990.SH financial_ratio
3607,601991.SH financial_ratio
3608,601992.SH financial_ratio
3609,601995.SH financial_ratio
3610,601996.SH financial_ratio
3611,601997.SH financial_ratio
3612,601998.SH financial_ratio
3613,601999.SH financial_ratio
3614,603000.SH financial_ratio
3615,603001.SH financial_ratio
3616,603002.SH financial_ratio
3617,603003.SH financial_ratio
3618,603005.SH financial_ratio
3619,603006.SH financial_ratio
3620,603007.SH financial_ratio
3621,603008.SH financial_ratio
3622,603009.SH financial_ratio
3623,603010.SH financial_ratio
3624,603011.SH financial_ratio
